アイテム名,コード,リテール分類コード,企業コード,企業名,営業月,対象年月日,対象年月日 (コピー),店舗コード,店舗名,店舗設定名,表示コード,Vポイント値引き額(税込み),Vポイント値引額(標準税率分/税込),Vポイント値引額(軽減税率分/税込),値引金額,売上数量,売上金額,売上金額(Vポイント値引き前),売上金額(標準税率分/税抜),売上金額(軽減税率分/税抜),客数,買取数
入金名称０２３,23,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２３,297,0,0,0,0,0,0,0,0,0,0,0
入金名称０２４,24,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２４,298,0,0,0,0,0,0,0,0,0,0,0
入金名称０２５,25,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２５,299,0,0,0,0,0,0,0,0,0,0,0
入金名称０２６,26,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２６,300,0,0,0,0,0,0,0,0,0,0,0
入金名称０２７,27,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２７,301,0,0,0,0,0,0,0,0,0,0,0
入金名称０２８,28,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２８,302,0,0,0,0,0,0,0,0,0,0,0
入金名称０２９,29,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０２９,303,0,0,0,0,0,0,0,0,0,0,0
入金名称０３０,30,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３０,304,0,0,0,0,0,0,0,0,0,0,0
入金名称０３１,31,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３１,305,0,0,0,0,0,0,0,0,0,0,0
入金名称０３２,32,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３２,306,0,0,0,0,0,0,0,0,0,0,0
入金名称０３３,33,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３３,307,0,0,0,0,0,0,0,0,0,0,0
入金名称０３４,34,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３４,308,0,0,0,0,0,0,0,0,0,0,0
入金名称０３５,35,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３５,309,0,0,0,0,0,0,0,0,0,0,0
入金名称０３６,36,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３６,310,0,0,0,0,0,0,0,0,0,0,0
入金名称０３７,37,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３７,311,0,0,0,0,0,0,0,0,0,0,0
入金名称０３８,38,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３８,312,0,0,0,0,0,0,0,0,0,0,0
入金名称０３９,39,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０３９,313,0,0,0,0,0,0,0,0,0,0,0
入金名称０４０,40,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４０,314,0,0,0,0,0,0,0,0,0,0,0
入金名称０４１,41,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４１,315,0,0,0,0,0,0,0,0,0,0,0
入金名称０４２,42,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４２,316,0,0,0,0,0,0,0,0,0,0,0
入金名称０４３,43,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４３,317,0,0,0,0,0,0,0,0,0,0,0
入金名称０４４,44,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４４,318,0,0,0,0,0,0,0,0,0,0,0
入金名称０４５,45,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４５,319,0,0,0,0,0,0,0,0,0,0,0
入金名称０４６,46,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４６,320,0,0,0,0,0,0,0,0,0,0,0
入金名称０４７,47,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４７,321,0,0,0,0,0,0,0,0,0,0,0
入金名称０４８,48,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４８,322,0,0,0,0,0,0,0,0,0,0,0
入金名称０４９,49,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,入金名称０４９,323,0,0,0,0,0,0,0,0,0,0,0
入金名称０５０,89,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,Ｔマネーチャージ入金,324,0,0,0,0,5,20000,0,0,0,0,0
入金名称０５１,90,6,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,4,8000,0,,,0,0
※ＴＯＬ出金,0,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,※ＴＯＬ出金,325,0,0,0,0,5,70860,0,0,0,0,0
出金名称００１,1,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００１,326,0,0,0,0,0,0,0,0,0,0,0
出金名称００２,2,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,着払い荷物料金立替,327,0,0,0,0,1,950,0,0,0,0,0
出金名称００３,3,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００３,328,0,0,0,0,0,0,0,0,0,0,0
出金名称００４,4,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００４,329,0,0,0,0,0,0,0,0,0,0,0
出金名称００５,5,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００５,330,0,0,0,0,0,0,0,0,0,0,0
出金名称００６,6,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００６,331,0,0,0,0,0,0,0,0,0,0,0
出金名称００７,7,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００７,332,0,0,0,0,0,0,0,0,0,0,0
出金名称００８,8,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００８,333,0,0,0,0,0,0,0,0,0,0,0
出金名称００９,9,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称００９,334,0,0,0,0,0,0,0,0,0,0,0
出金名称０１０,10,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１０,335,0,0,0,0,0,0,0,0,0,0,0
出金名称０１１,11,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１１,336,0,0,0,0,4,69910,0,0,0,0,0
出金名称０１２,12,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１２,337,0,0,0,0,0,0,0,0,0,0,0
出金名称０１３,13,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１３,338,0,0,0,0,0,0,0,0,0,0,0
出金名称０１４,14,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１４,339,0,0,0,0,0,0,0,0,0,0,0
出金名称０１５,15,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１５,340,0,0,0,0,0,0,0,0,0,0,0
出金名称０１６,16,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１６,341,0,0,0,0,0,0,0,0,0,0,0
出金名称０１７,17,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１７,342,0,0,0,0,0,0,0,0,0,0,0
出金名称０１８,18,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１８,343,0,0,0,0,0,0,0,0,0,0,0
出金名称０１９,19,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０１９,344,0,0,0,0,0,0,0,0,0,0,0
出金名称０２０,20,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２０,345,0,0,0,0,0,0,0,0,0,0,0
出金名称０２１,21,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２１,346,0,0,0,0,0,0,0,0,0,0,0
出金名称０２２,22,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２２,347,0,0,0,0,0,0,0,0,0,0,0
出金名称０２３,23,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２３,348,0,0,0,0,0,0,0,0,0,0,0
出金名称０２４,24,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２４,349,0,0,0,0,0,0,0,0,0,0,0
出金名称０２５,25,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２５,350,0,0,0,0,0,0,0,0,0,0,0
出金名称０２６,26,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２６,351,0,0,0,0,0,0,0,0,0,0,0
出金名称０２７,27,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２７,352,0,0,0,0,0,0,0,0,0,0,0
出金名称０２８,28,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２８,353,0,0,0,0,0,0,0,0,0,0,0
出金名称０２９,29,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０２９,354,0,0,0,0,0,0,0,0,0,0,0
出金名称０３０,30,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３０,355,0,0,0,0,0,0,0,0,0,0,0
出金名称０３１,31,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３１,356,0,0,0,0,0,0,0,0,0,0,0
出金名称０３２,32,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３２,357,0,0,0,0,0,0,0,0,0,0,0
出金名称０３３,33,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３３,358,0,0,0,0,0,0,0,0,0,0,0
出金名称０３４,34,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３４,359,0,0,0,0,0,0,0,0,0,0,0
出金名称０３５,35,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３５,360,0,0,0,0,0,0,0,0,0,0,0
出金名称０３６,36,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３６,361,0,0,0,0,0,0,0,0,0,0,0
出金名称０３７,37,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３７,362,0,0,0,0,0,0,0,0,0,0,0
出金名称０３８,38,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３８,363,0,0,0,0,0,0,0,0,0,0,0
出金名称０３９,39,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０３９,364,0,0,0,0,0,0,0,0,0,0,0
出金名称０４０,40,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４０,365,0,0,0,0,0,0,0,0,0,0,0
出金名称０４１,41,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４１,366,0,0,0,0,0,0,0,0,0,0,0
出金名称０４２,42,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４２,367,0,0,0,0,0,0,0,0,0,0,0
出金名称０４３,43,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４３,368,0,0,0,0,0,0,0,0,0,0,0
出金名称０４４,44,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４４,369,0,0,0,0,0,0,0,0,0,0,0
出金名称０４５,45,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４５,370,0,0,0,0,0,0,0,0,0,0,0
出金名称０４６,46,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４６,371,0,0,0,0,0,0,0,0,0,0,0
出金名称０４７,47,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４７,372,0,0,0,0,0,0,0,0,0,0,0
出金名称０４８,48,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４８,373,0,0,0,0,0,0,0,0,0,0,0
出金名称０４９,49,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０４９,374,0,0,0,0,0,0,0,0,0,0,0
出金名称０５０,50,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,出金名称０５０,375,0,0,0,0,0,0,0,0,0,0,0
出金名称０５１,51,7,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,58,58000,0,0,0,0,0
金券販売名称０１,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,図書券５００円,376,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０２,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,図書カード１０００円,377,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０３,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０３,378,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０４,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０４,379,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０５,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０５,380,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０６,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０６,381,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０７,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０７,382,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０８,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０８,383,0,0,0,0,0,0,0,0,0,0,0
金券販売名称０９,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称０９,384,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１０,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１０,385,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１１,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１１,386,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１２,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１２,387,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１３,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１３,388,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１４,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１４,389,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１５,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１５,390,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１６,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１６,391,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１７,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１７,392,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１８,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１８,393,0,0,0,0,0,0,0,0,0,0,0
金券販売名称１９,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称１９,394,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２０,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２０,395,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２１,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２１,396,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２２,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２２,397,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２３,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２３,398,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２４,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２４,399,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２５,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２５,400,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２６,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２６,401,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２７,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２７,402,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２８,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２８,403,0,0,0,0,0,0,0,0,0,0,0
金券販売名称２９,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称２９,404,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３０,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３０,405,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３１,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３１,406,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３２,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３２,407,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３３,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３３,408,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３４,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３４,409,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３５,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３５,410,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３６,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３６,411,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３７,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３７,412,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３８,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３８,413,0,0,0,0,0,0,0,0,0,0,0
金券販売名称３９,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称３９,414,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４０,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４０,415,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４１,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４１,416,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４２,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４２,417,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４３,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４３,418,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４４,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４４,419,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４５,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４５,420,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４６,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４６,421,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４７,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４７,422,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４８,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４８,423,0,0,0,0,0,0,0,0,0,0,0
金券販売名称４９,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称４９,424,0,0,0,0,0,0,0,0,0,0,0
金券販売名称５０,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券販売名称５０,425,0,0,0,0,0,0,0,0,0,0,0
金券販売イレギュラー,2.01E+12,8,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,0,0,0,0,0,0,0
金券受取名称０１,1,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,図書券１００円,426,0,0,0,0,2,200,0,0,0,0,0
金券受取名称０２,2,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,図書券５００円,427,0,0,0,0,6,3000,0,0,0,0,0
金券受取名称０３,3,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,図書カード,428,0,0,0,0,0,26322,0,0,0,0,0
金券受取名称０４,4,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券,429,0,0,0,0,1,1000,0,0,0,0,0
金券受取名称０５,5,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ＱＵＯカード,430,0,0,0,0,0,14367,0,0,0,0,0
金券受取名称０６,6,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ＪＣＢギフト券,431,0,0,0,0,0,19967,0,0,0,0,0
金券受取名称０７,7,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ＶＩＳＡギフト券,432,0,0,0,0,0,18285,0,0,0,0,0
金券受取名称０８,8,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ダイナースギフト券,433,0,0,0,0,11,11000,0,0,0,0,0
金券受取名称０９,9,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,その他金券,434,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１０,10,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１０,435,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１１,11,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１１,436,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１２,12,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１２,437,0,0,0,0,0,11714,0,0,0,0,0
金券受取名称１３,13,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１３,438,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１４,14,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１４,439,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１５,15,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１５,440,0,0,0,0,0,0,0,0,0,0,0
ＪＣＢ　ＰＲＥＭＯ,16,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,ＪＣＢ　ＰＲＥＭＯ,441,0,0,0,0,0,0,0,0,0,0,0
金券受取名称１７,17,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１７,442,0,0,0,0,0,49016,0,0,0,0,0
金券受取名称１８,18,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１８,443,0,0,0,0,0,47489,0,0,0,0,0
金券受取名称１９,19,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称１９,444,0,0,0,0,0,21258,0,0,0,0,0
金券受取名称２０,20,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２０,445,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２１,21,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２１,446,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２２,22,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２２,447,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２３,23,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２３,448,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２４,24,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２４,449,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２５,25,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２５,450,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２６,26,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２６,451,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２７,27,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２７,452,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２８,28,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２８,453,0,0,0,0,0,0,0,0,0,0,0
金券受取名称２９,29,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称２９,454,0,0,0,0,0,0,0,0,0,0,0
金券受取名称３０,30,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,金券受取名称３０,455,0,0,0,0,0,0,0,0,0,0,0
金券受取名称３1,31,9,99992,テスト企業2,2024年9月,20240902,2024/2/9,9902,テスト店舗2,,9999,0,0,0,0,0,0,0,0,0,0,0
